record_id,Scorer Name,Goal Orientation,Engagement with Evidence,Collaborative Decision-Making,Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name,Ethnic Responsiveness
225577,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,2,0,0,0,0,1,0,12,Testing Prompt: 0.4313511468301223,
218810,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,0,1,0,0,12,Testing Prompt: 0.4313511468301223,
530371,us.anthropic.claude-sonnet-4-20250514-v1:0,4,3,1,4,0,0,1,1,0,0,12,Testing Prompt: 0.4313511468301223,
190495,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,0,12,Testing Prompt: 0.4313511468301223,
546871,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,4,3,0,0,1,0,0,0,12,Testing Prompt: 0.4313511468301223,
557524,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,1,2,0,0,0,1,0,1,13,Testing Prompt: 0.7688294868879768,
179243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,3,0,0,1,1,1,1,13,Testing Prompt: 0.7688294868879768,
218810,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,3,3,0,0,0,1,0,0,13,Testing Prompt: 0.7688294868879768,
559492,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,0,0,0,1,0,1,13,Testing Prompt: 0.7688294868879768,
528075,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,0,0,0,1,13,Testing Prompt: 0.7688294868879768,
561983,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,1,0,1,1,1,1,13,Testing Prompt: 0.7688294868879768,
167524,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,3,2,0,0,0,1,0,1,13,Testing Prompt: 0.7688294868879768,
728702,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,2,3,0,0,1,1,1,1,13,Testing Prompt: 0.7688294868879768,
219176,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,4,0,1,1,1,0,0,13,Testing Prompt: 0.7688294868879768,
546871,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,1,1,0,0,0,13,Testing Prompt: 0.7688294868879768,
216297,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,0,0,0,1,0,0,13,Testing Prompt: 0.7688294868879768,
590085,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,3,0,0,1,1,1,0,13,Testing Prompt: 0.7688294868879768,
263413,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,1,0,1,1,13,Testing Prompt: 0.7688294868879768,
704896,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,0,0,0,1,0,0,13,Testing Prompt: 0.7688294868879768,
558582,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,0,0,1,1,13,Testing Prompt: 0.7688294868879768,
607921,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,0,0,0,1,1,1,13,Testing Prompt: 0.7688294868879768,
530371,us.anthropic.claude-sonnet-4-20250514-v1:0,4,3,1,4,0,0,1,1,0,0,13,Testing Prompt: 0.7688294868879768,
711148,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,1,2,1,0,1,1,0,1,13,Testing Prompt: 0.7688294868879768,
543229,us.anthropic.claude-sonnet-4-20250514-v1:0,4,1,3,4,0,1,0,1,0,1,13,Testing Prompt: 0.7688294868879768,
264262,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,2,3,0,0,0,0,0,0,13,Testing Prompt: 0.7688294868879768,
240687,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,2,0,0,0,0,1,0,13,Testing Prompt: 0.7688294868879768,
282884,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,1,1,0,1,13,Testing Prompt: 0.7688294868879768,
727579,us.anthropic.claude-sonnet-4-20250514-v1:0,4,4,2,4,0,0,1,1,1,0,13,Testing Prompt: 0.7688294868879768,
242085,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,1,3,0,0,1,1,0,1,13,Testing Prompt: 0.7688294868879768,
615578,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,1,0,1,1,1,1,13,Testing Prompt: 0.7688294868879768,
241708,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,2,4,0,0,1,1,1,0,13,Testing Prompt: 0.7688294868879768,
551252,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,3,2,0,1,0,1,1,1,13,Testing Prompt: 0.7688294868879768,
524784,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,2,3,0,0,0,0,0,1,13,Testing Prompt: 0.7688294868879768,
536670,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,1,0,1,1,13,Testing Prompt: 0.7688294868879768,
190495,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,0,13,Testing Prompt: 0.7688294868879768,
212289,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,2,0,0,1,0,0,1,13,Testing Prompt: 0.7688294868879768,
225577,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,1,0,1,0,13,Testing Prompt: 0.7688294868879768,
226558,us.anthropic.claude-sonnet-4-20250514-v1:0,1,3,4,2,0,0,0,0,0,1,13,Testing Prompt: 0.7688294868879768,
561604,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,2,0,0,0,1,0,0,13,Testing Prompt: 0.7688294868879768,
510591,us.anthropic.claude-sonnet-4-20250514-v1:0,1,2,4,1,0,0,0,0,0,1,13,Testing Prompt: 0.7688294868879768,
528543,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,2,0,0,0,1,0,1,13,Testing Prompt: 0.7688294868879768,
613961,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,1,1,0,1,13,Testing Prompt: 0.7688294868879768,
512243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,3,2,0,0,0,0,1,0,13,Testing Prompt: 0.7688294868879768,
184927,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,2,3,0,0,1,1,0,1,13,Testing Prompt: 0.7688294868879768,
190495,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,0,14,Testing Prompt: 0.9691373366037512,
728702,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,2,2,0,0,1,1,1,1,14,Testing Prompt: 0.9691373366037512,
226558,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,4,2,0,0,0,0,0,1,14,Testing Prompt: 0.9691373366037512,
543229,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,2,3,0,0,1,0,0,1,14,Testing Prompt: 0.9691373366037512,
727579,us.anthropic.claude-sonnet-4-20250514-v1:0,4,4,2,4,0,0,1,1,1,0,14,Testing Prompt: 0.9691373366037512,
528543,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,0,1,0,1,14,Testing Prompt: 0.9691373366037512,
282884,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,1,1,0,0,14,Testing Prompt: 0.9691373366037512,
510591,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,0,0,1,1,14,Testing Prompt: 0.9691373366037512,
263413,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,1,1,1,1,14,Testing Prompt: 0.9691373366037512,
241708,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,2,4,0,0,1,1,1,1,14,Testing Prompt: 0.9691373366037512,
551252,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,3,2,0,1,0,1,1,1,14,Testing Prompt: 0.9691373366037512,
219176,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,1,1,1,0,0,14,Testing Prompt: 0.9691373366037512,
528075,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,2,0,0,0,0,0,1,14,Testing Prompt: 0.9691373366037512,
557524,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,2,3,0,0,0,0,0,1,14,Testing Prompt: 0.9691373366037512,
546871,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,2,0,1,0,0,0,0,14,Testing Prompt: 0.9691373366037512,
179243,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,0,1,0,1,14,Testing Prompt: 0.9691373366037512,
218810,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,3,2,0,0,0,1,0,0,14,Testing Prompt: 0.9691373366037512,
530371,us.anthropic.claude-sonnet-4-20250514-v1:0,4,3,2,4,0,0,1,1,0,1,14,Testing Prompt: 0.9691373366037512,
184927,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,1,1,0,1,14,Testing Prompt: 0.9691373366037512,
536670,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,2,2,0,0,0,0,1,1,14,Testing Prompt: 0.9691373366037512,
615578,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,1,0,1,1,1,1,14,Testing Prompt: 0.9691373366037512,
240687,us.anthropic.claude-sonnet-4-20250514-v1:0,1,3,2,2,0,0,1,0,1,0,14,Testing Prompt: 0.9691373366037512,
590085,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,3,0,0,1,1,1,0,14,Testing Prompt: 0.9691373366037512,
607921,us.anthropic.claude-sonnet-4-20250514-v1:0,2,4,1,2,0,0,0,1,0,1,14,Testing Prompt: 0.9691373366037512,
613961,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,3,0,0,1,0,0,1,14,Testing Prompt: 0.9691373366037512,
512243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,0,0,0,0,14,Testing Prompt: 0.9691373366037512,
558582,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,0,1,14,Testing Prompt: 0.9691373366037512,
561604,us.anthropic.claude-sonnet-4-20250514-v1:0,1,3,1,2,0,0,0,1,0,0,14,Testing Prompt: 0.9691373366037512,
561983,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,3,1,0,1,1,1,1,14,Testing Prompt: 0.9691373366037512,
242085,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,0,0,1,1,1,1,14,Testing Prompt: 0.9691373366037512,
559492,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,2,0,0,0,1,0,1,14,Testing Prompt: 0.9691373366037512,
704896,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,3,0,0,1,1,0,0,14,Testing Prompt: 0.9691373366037512,
167524,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,0,0,0,1,14,Testing Prompt: 0.9691373366037512,
524784,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,3,3,0,0,0,0,0,1,14,Testing Prompt: 0.9691373366037512,
212289,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,2,0,0,1,0,0,1,14,Testing Prompt: 0.9691373366037512,
216297,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,1,1,0,0,14,Testing Prompt: 0.9691373366037512,
264262,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,2,2,0,0,0,0,0,0,14,Testing Prompt: 0.9691373366037512,
711148,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,1,2,1,0,1,0,0,1,14,Testing Prompt: 0.9691373366037512,
225577,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,1,0,1,0,14,Testing Prompt: 0.9691373366037512,
727579,us.anthropic.claude-sonnet-4-20250514-v1:0,4,4,1,4,0,0,1,1,0,0,15,Testing Prompt: 0.4944785477486182,
559492,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,2,0,0,0,1,0,1,15,Testing Prompt: 0.4944785477486182,
530371,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,1,1,0,0,15,Testing Prompt: 0.4944785477486182,
543229,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,2,3,0,0,1,0,0,0,15,Testing Prompt: 0.4944785477486182,
613961,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,2,0,0,1,0,1,1,15,Testing Prompt: 0.4944785477486182,
216297,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,3,0,0,0,1,0,0,15,Testing Prompt: 0.4944785477486182,
218810,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,0,1,0,0,15,Testing Prompt: 0.4944785477486182,
190495,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,0,15,Testing Prompt: 0.4944785477486182,
219176,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,4,0,1,1,1,0,0,15,Testing Prompt: 0.4944785477486182,
528075,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,2,0,0,0,0,0,1,15,Testing Prompt: 0.4944785477486182,
240687,us.anthropic.claude-sonnet-4-20250514-v1:0,1,3,3,2,0,0,0,0,1,0,15,Testing Prompt: 0.4944785477486182,
536670,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,2,2,0,0,0,0,1,1,15,Testing Prompt: 0.4944785477486182,
561604,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,2,0,0,0,1,0,0,15,Testing Prompt: 0.4944785477486182,
557524,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,2,2,0,0,0,0,0,1,15,Testing Prompt: 0.4944785477486182,
704896,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,3,0,0,0,1,0,0,15,Testing Prompt: 0.4944785477486182,
282884,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,4,0,0,1,1,0,0,15,Testing Prompt: 0.4944785477486182,
212289,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,2,0,0,0,0,0,0,15,Testing Prompt: 0.4944785477486182,
184927,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,1,1,0,1,15,Testing Prompt: 0.4944785477486182,
512243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,0,0,0,0,15,Testing Prompt: 0.4944785477486182,
711148,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,1,2,1,0,1,0,1,1,15,Testing Prompt: 0.4944785477486182,
558582,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,1,15,Testing Prompt: 0.4944785477486182,
524784,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,1,1,0,1,15,Testing Prompt: 0.4944785477486182,
546871,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,1,1,0,0,15,Testing Prompt: 0.4944785477486182,
590085,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,3,0,0,1,1,1,0,15,Testing Prompt: 0.4944785477486182,
225577,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,2,0,0,0,0,1,1,15,Testing Prompt: 0.4944785477486182,
551252,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,4,3,0,1,0,1,1,1,15,Testing Prompt: 0.4944785477486182,
179243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,2,0,0,1,1,0,1,15,Testing Prompt: 0.4944785477486182,
241708,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,1,4,0,0,1,1,1,0,15,Testing Prompt: 0.4944785477486182,
728702,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,3,3,1,0,1,1,1,1,15,Testing Prompt: 0.4944785477486182,
615578,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,4,3,1,0,1,1,1,1,15,Testing Prompt: 0.4944785477486182,
607921,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,1,3,0,0,0,1,0,1,15,Testing Prompt: 0.4944785477486182,
263413,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,1,0,1,0,15,Testing Prompt: 0.4944785477486182,
226558,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,4,2,0,0,0,0,1,0,15,Testing Prompt: 0.4944785477486182,
167524,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,3,2,0,0,0,1,0,1,15,Testing Prompt: 0.4944785477486182,
264262,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,2,3,0,0,0,0,0,0,15,Testing Prompt: 0.4944785477486182,
510591,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,4,1,0,0,0,0,1,0,15,Testing Prompt: 0.4944785477486182,
561983,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,1,0,1,1,1,1,15,Testing Prompt: 0.4944785477486182,
528543,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,2,0,0,0,0,0,1,15,Testing Prompt: 0.4944785477486182,
242085,us.anthropic.claude-sonnet-4-20250514-v1:0,4,1,1,4,0,0,1,1,0,0,15,Testing Prompt: 0.4944785477486182,
607921,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,3,0,0,0,1,0,1,16,Testing Prompt: 0.08348728260529259,
219176,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,1,3,0,1,1,1,0,0,16,Testing Prompt: 0.08348728260529259,
216297,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,0,1,1,0,16,Testing Prompt: 0.08348728260529259,
536670,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,1,2,0,0,0,0,1,1,16,Testing Prompt: 0.08348728260529259,
512243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,0,0,0,0,16,Testing Prompt: 0.08348728260529259,
557524,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,2,2,0,0,0,0,0,1,16,Testing Prompt: 0.08348728260529259,
546871,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,0,1,0,0,16,Testing Prompt: 0.08348728260529259,
240687,us.anthropic.claude-sonnet-4-20250514-v1:0,1,3,3,2,0,0,1,0,1,0,16,Testing Prompt: 0.08348728260529259,
558582,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,0,1,16,Testing Prompt: 0.08348728260529259,
543229,us.anthropic.claude-sonnet-4-20250514-v1:0,4,1,1,3,0,0,0,1,0,1,16,Testing Prompt: 0.08348728260529259,
561604,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,3,0,0,0,1,0,0,16,Testing Prompt: 0.08348728260529259,
263413,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,3,3,0,0,1,0,1,0,16,Testing Prompt: 0.08348728260529259,
728702,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,2,3,0,0,0,1,1,1,16,Testing Prompt: 0.08348728260529259,
226558,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,4,2,0,0,0,0,0,0,16,Testing Prompt: 0.08348728260529259,
212289,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,1,0,0,0,16,Testing Prompt: 0.08348728260529259,
613961,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,0,0,0,1,16,Testing Prompt: 0.08348728260529259,
179243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,2,0,0,1,0,0,1,16,Testing Prompt: 0.08348728260529259,
711148,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,1,2,1,0,1,0,0,1,16,Testing Prompt: 0.08348728260529259,
184927,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,3,4,0,0,1,1,0,1,16,Testing Prompt: 0.08348728260529259,
704896,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,3,0,0,0,1,0,0,16,Testing Prompt: 0.08348728260529259,
190495,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,0,16,Testing Prompt: 0.08348728260529259,
264262,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,1,2,0,0,0,0,0,0,16,Testing Prompt: 0.08348728260529259,
559492,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,3,0,0,0,1,0,1,16,Testing Prompt: 0.08348728260529259,
242085,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,1,3,0,0,1,1,0,0,16,Testing Prompt: 0.08348728260529259,
528075,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,0,0,0,1,16,Testing Prompt: 0.08348728260529259,
282884,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,4,0,0,1,1,0,0,16,Testing Prompt: 0.08348728260529259,
524784,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,3,4,0,0,0,0,0,1,16,Testing Prompt: 0.08348728260529259,
615578,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,4,4,1,0,1,1,1,1,16,Testing Prompt: 0.08348728260529259,
218810,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,3,2,0,0,1,1,0,0,16,Testing Prompt: 0.08348728260529259,
510591,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,4,1,0,0,0,0,1,1,16,Testing Prompt: 0.08348728260529259,
727579,us.anthropic.claude-sonnet-4-20250514-v1:0,4,4,1,4,0,0,1,1,1,0,16,Testing Prompt: 0.08348728260529259,
528543,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,0,0,0,0,16,Testing Prompt: 0.08348728260529259,
530371,us.anthropic.claude-sonnet-4-20250514-v1:0,4,3,1,4,0,0,1,1,0,0,16,Testing Prompt: 0.08348728260529259,
225577,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,1,0,1,0,16,Testing Prompt: 0.08348728260529259,
167524,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,4,3,0,0,0,1,0,1,16,Testing Prompt: 0.08348728260529259,
241708,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,2,4,0,0,1,0,1,0,16,Testing Prompt: 0.08348728260529259,
561983,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,1,0,1,1,1,1,16,Testing Prompt: 0.08348728260529259,
551252,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,3,3,0,1,0,1,1,1,16,Testing Prompt: 0.08348728260529259,
590085,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,3,0,0,1,1,0,0,16,Testing Prompt: 0.08348728260529259,
167524,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,2,0,0,0,1,0,1,17,Testing Prompt: 0.43515746683361045,
528075,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,2,2,0,0,0,1,0,1,17,Testing Prompt: 0.43515746683361045,
225577,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,2,0,0,1,0,1,0,17,Testing Prompt: 0.43515746683361045,
536670,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,1,3,0,0,0,0,1,1,17,Testing Prompt: 0.43515746683361045,
184927,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,4,0,0,1,1,0,1,17,Testing Prompt: 0.43515746683361045,
524784,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,3,4,0,0,0,0,0,1,17,Testing Prompt: 0.43515746683361045,
510591,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,4,1,0,0,0,0,0,1,17,Testing Prompt: 0.43515746683361045,
551252,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,3,0,1,0,1,1,1,17,Testing Prompt: 0.43515746683361045,
226558,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,4,2,0,0,0,0,0,0,17,Testing Prompt: 0.43515746683361045,
727579,us.anthropic.claude-sonnet-4-20250514-v1:0,4,4,1,4,0,0,1,1,1,0,17,Testing Prompt: 0.43515746683361045,
240687,us.anthropic.claude-sonnet-4-20250514-v1:0,1,3,2,2,0,0,1,0,1,0,17,Testing Prompt: 0.43515746683361045,
615578,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,4,1,0,1,1,1,1,17,Testing Prompt: 0.43515746683361045,
242085,us.anthropic.claude-sonnet-4-20250514-v1:0,3,2,1,3,0,0,1,1,0,0,17,Testing Prompt: 0.43515746683361045,
512243,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,3,3,0,0,0,0,0,1,17,Testing Prompt: 0.43515746683361045,
546871,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,3,3,0,0,0,1,0,0,17,Testing Prompt: 0.43515746683361045,
558582,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,0,1,17,Testing Prompt: 0.43515746683361045,
218810,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,2,3,0,0,0,1,0,0,17,Testing Prompt: 0.43515746683361045,
528543,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,3,0,0,0,1,1,0,17,Testing Prompt: 0.43515746683361045,
561604,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,2,0,0,0,1,0,0,17,Testing Prompt: 0.43515746683361045,
590085,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,4,0,0,1,1,1,0,17,Testing Prompt: 0.43515746683361045,
216297,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,1,2,0,0,1,1,0,1,17,Testing Prompt: 0.43515746683361045,
607921,us.anthropic.claude-sonnet-4-20250514-v1:0,3,4,1,3,0,0,0,1,0,1,17,Testing Prompt: 0.43515746683361045,
263413,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,1,0,1,0,17,Testing Prompt: 0.43515746683361045,
219176,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,4,0,1,1,1,0,0,17,Testing Prompt: 0.43515746683361045,
561983,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,1,3,1,0,0,1,1,1,17,Testing Prompt: 0.43515746683361045,
704896,us.anthropic.claude-sonnet-4-20250514-v1:0,2,2,1,2,0,0,0,1,0,0,17,Testing Prompt: 0.43515746683361045,
543229,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,3,3,0,0,0,0,0,1,17,Testing Prompt: 0.43515746683361045,
559492,us.anthropic.claude-sonnet-4-20250514-v1:0,2,3,2,2,0,0,0,1,0,1,17,Testing Prompt: 0.43515746683361045,
212289,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,1,0,0,1,17,Testing Prompt: 0.43515746683361045,
282884,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,2,3,0,0,1,1,0,0,17,Testing Prompt: 0.43515746683361045,
530371,us.anthropic.claude-sonnet-4-20250514-v1:0,4,3,1,4,0,0,1,1,0,0,17,Testing Prompt: 0.43515746683361045,
613961,us.anthropic.claude-sonnet-4-20250514-v1:0,3,3,3,3,0,0,0,0,1,1,17,Testing Prompt: 0.43515746683361045,
241708,us.anthropic.claude-sonnet-4-20250514-v1:0,4,4,2,4,0,0,1,0,1,0,17,Testing Prompt: 0.43515746683361045,
190495,us.anthropic.claude-sonnet-4-20250514-v1:0,1,1,3,1,0,0,0,0,1,0,17,Testing Prompt: 0.43515746683361045,
557524,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,2,2,0,0,0,0,0,1,17,Testing Prompt: 0.43515746683361045,
728702,us.anthropic.claude-sonnet-4-20250514-v1:0,2,1,2,3,0,0,0,1,1,1,17,Testing Prompt: 0.43515746683361045,
711148,us.anthropic.claude-sonnet-4-20250514-v1:0,3,1,1,2,1,0,0,1,0,1,17,Testing Prompt: 0.43515746683361045,
