record_id,Scorer Name,Goal Orientation,Engaging with Evidence,Collaborative Decision-Making,Strategic Planning,Cultural Responsiveness,Parent/Community Engagement,Academic Achievement,Candidate Experience/Expertise,Evaluation,School Culture Fit,call_number,prompt_name
167524,gpt-5,2,1,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
615578,gpt-5,3,3,3,3,1,0,1,1,1,1,2,Testing Prompt: 0.5764853477226671
188529,gpt-5,2,1,1,2,0,0,1,0,1,0,2,Testing Prompt: 0.5764853477226671
600997,gpt-5,4,4,3,4,0,0,1,1,1,1,2,Testing Prompt: 0.5764853477226671
555531,gpt-5,2,2,3,2,0,0,0,0,1,1,2,Testing Prompt: 0.5764853477226671
503131,gpt-5,2,4,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
614816,gpt-5,2,1,4,3,0,0,0,0,1,0,2,Testing Prompt: 0.5764853477226671
546868,gpt-5,2,3,3,3,0,0,0,0,1,0,2,Testing Prompt: 0.5764853477226671
703584,gpt-5,3,2,1,2,0,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
184927,gpt-5,3,4,3,4,0,0,1,1,0,1,2,Testing Prompt: 0.5764853477226671
282284,gpt-5,2,1,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
505194,gpt-5,2,2,3,3,0,0,0,0,1,1,2,Testing Prompt: 0.5764853477226671
640700,gpt-5,3,4,1,3,0,0,1,1,0,0,2,Testing Prompt: 0.5764853477226671
564167,gpt-5,3,4,1,4,1,0,1,1,1,1,2,Testing Prompt: 0.5764853477226671
512243,gpt-5,2,1,3,2,0,0,0,0,1,1,2,Testing Prompt: 0.5764853477226671
274347,gpt-5,3,4,4,4,0,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
291285,gpt-5,3,4,4,4,0,0,1,1,1,1,2,Testing Prompt: 0.5764853477226671
264262,gpt-5,2,1,1,2,0,0,0,0,0,0,2,Testing Prompt: 0.5764853477226671
529141,gpt-5,2,1,3,2,0,0,0,0,0,0,2,Testing Prompt: 0.5764853477226671
643006,gpt-5,3,2,3,3,0,0,1,0,1,1,2,Testing Prompt: 0.5764853477226671
266177,gpt-5,2,1,4,2,0,0,0,0,1,1,2,Testing Prompt: 0.5764853477226671
247781,gpt-5,2,3,3,3,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
561604,gpt-5,2,2,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.5764853477226671
641013,gpt-5,2,2,1,2,0,0,0,0,1,1,2,Testing Prompt: 0.5764853477226671
717614,gpt-5,2,1,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
600843,gpt-5,2,3,3,3,0,1,0,0,0,1,2,Testing Prompt: 0.5764853477226671
207524,gpt-5,3,4,3,3,0,0,1,0,1,0,2,Testing Prompt: 0.5764853477226671
588075,gpt-5,2,2,3,2,0,0,0,0,0,0,2,Testing Prompt: 0.5764853477226671
613126,gpt-5,4,4,4,4,0,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
263413,gpt-5,4,4,3,4,0,0,1,0,1,1,2,Testing Prompt: 0.5764853477226671
226773,gpt-5,2,2,3,3,0,0,0,0,1,0,2,Testing Prompt: 0.5764853477226671
195235,gpt-5,3,2,3,2,0,0,1,0,0,0,2,Testing Prompt: 0.5764853477226671
248731,gpt-5,2,3,3,3,0,0,1,0,1,1,2,Testing Prompt: 0.5764853477226671
700128,gpt-5,2,3,4,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
200051,gpt-5,3,3,1,3,0,0,1,1,0,0,2,Testing Prompt: 0.5764853477226671
257325,gpt-5,2,4,4,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
644531,gpt-5,3,3,3,3,0,0,1,1,0,1,2,Testing Prompt: 0.5764853477226671
253693,gpt-5,3,2,4,3,0,0,0,0,1,1,2,Testing Prompt: 0.5764853477226671
257040,gpt-5,2,2,4,3,0,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
242166,gpt-5,2,1,3,3,0,0,0,0,1,1,2,Testing Prompt: 0.5764853477226671
231173,gpt-5,3,3,3,3,0,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
238025,gpt-5,3,4,1,4,0,0,1,0,0,0,2,Testing Prompt: 0.5764853477226671
217400,gpt-5,2,1,3,2,0,0,0,0,0,0,2,Testing Prompt: 0.5764853477226671
706907,gpt-5,2,3,3,3,0,0,1,0,1,1,2,Testing Prompt: 0.5764853477226671
215179,gpt-5,2,1,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
248896,gpt-5,3,3,3,3,0,0,1,0,0,1,2,Testing Prompt: 0.5764853477226671
244029,gpt-5,3,4,4,4,0,0,1,1,1,0,2,Testing Prompt: 0.5764853477226671
211179,gpt-5,2,1,1,2,0,0,0,1,0,0,2,Testing Prompt: 0.5764853477226671
263864,gpt-5,3,3,3,4,0,0,1,0,1,1,2,Testing Prompt: 0.5764853477226671
225581,gpt-5,4,4,4,4,1,0,1,1,1,1,2,Testing Prompt: 0.5764853477226671
586617,gpt-5,3,3,4,3,0,0,1,1,0,0,2,Testing Prompt: 0.5764853477226671
174997,gpt-5,2,1,3,3,0,0,0,1,0,0,2,Testing Prompt: 0.5764853477226671
215108,gpt-5,3,3,4,4,0,0,1,0,1,1,2,Testing Prompt: 0.5764853477226671
558582,gpt-5,1,1,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
590085,gpt-5,3,4,1,4,0,0,1,1,1,0,2,Testing Prompt: 0.5764853477226671
601747,gpt-5,1,1,1,2,0,0,0,0,0,0,2,Testing Prompt: 0.5764853477226671
551252,gpt-5,2,4,4,3,0,1,1,1,1,1,2,Testing Prompt: 0.5764853477226671
528543,gpt-5,2,4,1,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
534868,gpt-5,2,1,3,2,0,0,0,0,0,1,2,Testing Prompt: 0.5764853477226671
264344,gpt-5,3,3,3,3,0,0,1,0,0,0,3,Testing Prompt: 0.15881644707380516
700128,gpt-5,2,3,4,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
591948,gpt-5,2,3,4,2,0,0,0,0,1,1,3,Testing Prompt: 0.15881644707380516
585389,gpt-5,2,2,3,2,0,0,0,1,1,0,3,Testing Prompt: 0.15881644707380516
172253,gpt-5,2,3,4,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
613961,gpt-5,3,4,1,4,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
641013,gpt-5,2,2,1,2,0,0,0,0,1,1,3,Testing Prompt: 0.15881644707380516
607920,gpt-5,2,1,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
576254,gpt-5,2,3,1,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
232366,gpt-5,3,3,1,3,0,0,1,0,0,0,3,Testing Prompt: 0.15881644707380516
238025,gpt-5,4,4,1,4,0,0,1,0,0,0,3,Testing Prompt: 0.15881644707380516
242085,gpt-5,3,2,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.15881644707380516
503131,gpt-5,2,4,1,2,0,0,0,0,1,1,3,Testing Prompt: 0.15881644707380516
207524,gpt-5,3,3,3,3,0,0,1,0,1,0,3,Testing Prompt: 0.15881644707380516
200051,gpt-5,3,3,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.15881644707380516
253693,gpt-5,2,1,4,3,0,0,0,0,1,1,3,Testing Prompt: 0.15881644707380516
190056,gpt-5,2,1,3,2,1,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
247482,gpt-5,2,4,3,2,0,0,1,1,1,0,3,Testing Prompt: 0.15881644707380516
195235,gpt-5,3,3,3,2,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
240687,gpt-5,3,3,3,3,0,0,1,0,1,0,3,Testing Prompt: 0.15881644707380516
555531,gpt-5,3,3,3,2,0,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
217052,gpt-5,2,1,3,1,0,1,0,0,0,1,3,Testing Prompt: 0.15881644707380516
704786,gpt-5,3,4,1,3,0,0,1,1,1,0,3,Testing Prompt: 0.15881644707380516
174997,gpt-5,2,1,3,2,0,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
217400,gpt-5,2,1,3,2,0,0,0,0,1,0,3,Testing Prompt: 0.15881644707380516
546578,gpt-5,2,1,1,2,0,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
580333,gpt-5,2,1,3,2,0,0,0,0,1,1,3,Testing Prompt: 0.15881644707380516
506571,gpt-5,4,4,3,4,0,0,1,1,0,0,3,Testing Prompt: 0.15881644707380516
225646,gpt-5,4,3,3,4,0,0,0,1,0,0,3,Testing Prompt: 0.15881644707380516
704896,gpt-5,3,2,1,3,0,0,0,1,0,0,3,Testing Prompt: 0.15881644707380516
238271,gpt-5,3,1,4,4,0,0,1,0,1,1,3,Testing Prompt: 0.15881644707380516
630563,gpt-5,2,4,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
545047,gpt-5,3,4,3,2,0,0,0,1,0,0,3,Testing Prompt: 0.15881644707380516
216965,gpt-5,3,4,2,3,0,1,0,0,0,1,3,Testing Prompt: 0.15881644707380516
551252,gpt-5,2,1,4,2,0,0,0,1,1,1,3,Testing Prompt: 0.15881644707380516
525710,gpt-5,4,4,3,4,0,0,1,0,1,0,3,Testing Prompt: 0.15881644707380516
188529,gpt-5,3,1,1,2,0,0,1,0,1,0,3,Testing Prompt: 0.15881644707380516
231173,gpt-5,4,4,4,4,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
266177,gpt-5,2,1,4,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
218810,gpt-5,2,1,3,2,0,0,1,1,1,0,3,Testing Prompt: 0.15881644707380516
735055,gpt-5,3,4,3,3,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
207845,gpt-5,2,4,3,2,1,0,0,1,0,1,3,Testing Prompt: 0.15881644707380516
600997,gpt-5,4,4,1,4,0,0,1,1,1,1,3,Testing Prompt: 0.15881644707380516
291285,gpt-5,4,4,4,4,0,0,0,1,0,1,3,Testing Prompt: 0.15881644707380516
601728,gpt-5,2,3,1,2,0,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
247781,gpt-5,3,4,4,3,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
613126,gpt-5,4,4,3,4,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
528543,gpt-5,2,3,1,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
557524,gpt-5,2,1,3,3,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
208682,gpt-5,2,1,4,3,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
703584,gpt-5,2,1,1,2,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
546868,gpt-5,2,3,3,3,0,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
600843,gpt-5,2,3,3,3,0,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
215108,gpt-5,3,3,1,4,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
511739,gpt-5,1,1,1,1,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
167524,gpt-5,2,2,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
225581,gpt-5,4,4,3,4,1,0,1,1,1,1,3,Testing Prompt: 0.15881644707380516
643006,gpt-5,3,2,3,3,0,0,1,0,1,1,3,Testing Prompt: 0.15881644707380516
244029,gpt-5,4,4,4,4,0,0,1,1,1,0,3,Testing Prompt: 0.15881644707380516
248235,gpt-5,4,4,3,4,0,1,1,0,1,1,3,Testing Prompt: 0.15881644707380516
248896,gpt-5,2,3,3,2,0,0,1,0,0,0,3,Testing Prompt: 0.15881644707380516
561604,gpt-5,2,2,1,2,0,0,0,1,0,0,3,Testing Prompt: 0.15881644707380516
505173,gpt-5,3,4,4,4,0,0,0,1,1,1,3,Testing Prompt: 0.15881644707380516
274347,gpt-5,4,4,4,4,0,0,1,0,0,0,3,Testing Prompt: 0.15881644707380516
586617,gpt-5,3,2,4,3,0,0,1,1,1,0,3,Testing Prompt: 0.15881644707380516
564167,gpt-5,3,4,1,3,1,0,1,1,1,1,3,Testing Prompt: 0.15881644707380516
264262,gpt-5,2,1,1,2,0,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
543094,gpt-5,4,4,4,2,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
543229,gpt-5,3,2,3,3,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
211179,gpt-5,2,1,1,2,0,0,0,1,0,0,3,Testing Prompt: 0.15881644707380516
226773,gpt-5,3,2,4,3,0,0,0,0,1,1,3,Testing Prompt: 0.15881644707380516
257040,gpt-5,2,2,4,2,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
550903,gpt-5,3,2,3,3,0,1,1,0,1,1,3,Testing Prompt: 0.15881644707380516
601747,gpt-5,1,1,1,2,0,0,0,0,1,0,3,Testing Prompt: 0.15881644707380516
524784,gpt-5,4,4,3,4,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
512243,gpt-5,2,2,4,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
264478,gpt-5,2,2,4,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
584423,gpt-5,2,2,4,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
588075,gpt-5,2,2,3,3,0,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
184927,gpt-5,4,4,4,4,0,0,1,1,0,1,3,Testing Prompt: 0.15881644707380516
706907,gpt-5,2,2,3,2,0,0,0,0,1,1,3,Testing Prompt: 0.15881644707380516
573597,gpt-5,4,4,1,4,0,0,1,0,1,1,3,Testing Prompt: 0.15881644707380516
530371,gpt-5,4,4,3,4,0,0,1,1,0,0,3,Testing Prompt: 0.15881644707380516
293411,gpt-5,2,1,3,2,1,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
640700,gpt-5,3,3,1,3,0,0,1,1,0,0,3,Testing Prompt: 0.15881644707380516
561983,gpt-5,3,3,1,3,1,0,1,1,1,1,3,Testing Prompt: 0.15881644707380516
257325,gpt-5,3,3,4,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
628747,gpt-5,2,1,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
615578,gpt-5,4,3,3,4,1,0,1,1,1,1,3,Testing Prompt: 0.15881644707380516
575601,gpt-5,3,4,3,2,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
534868,gpt-5,2,1,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
529099,gpt-5,2,1,3,3,0,0,0,0,1,0,3,Testing Prompt: 0.15881644707380516
717614,gpt-5,2,1,3,2,0,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
211283,gpt-5,2,3,4,3,0,0,0,0,1,1,3,Testing Prompt: 0.15881644707380516
215179,gpt-5,2,1,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
581720,gpt-5,4,4,4,4,1,0,1,0,1,1,3,Testing Prompt: 0.15881644707380516
556668,gpt-5,2,1,4,2,0,0,1,0,1,1,3,Testing Prompt: 0.15881644707380516
558582,gpt-5,1,1,3,1,0,0,0,0,1,0,3,Testing Prompt: 0.15881644707380516
248731,gpt-5,3,3,4,3,0,0,1,0,1,1,3,Testing Prompt: 0.15881644707380516
282284,gpt-5,2,2,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
249730,gpt-5,2,1,3,2,0,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
590085,gpt-5,3,3,1,3,0,0,1,1,1,0,3,Testing Prompt: 0.15881644707380516
263864,gpt-5,3,3,1,4,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
225577,gpt-5,2,3,4,3,0,0,0,0,1,0,3,Testing Prompt: 0.15881644707380516
263413,gpt-5,4,4,2,4,0,0,1,1,1,0,3,Testing Prompt: 0.15881644707380516
529141,gpt-5,1,1,3,2,0,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
632387,gpt-5,2,2,3,3,0,0,0,0,0,0,3,Testing Prompt: 0.15881644707380516
614816,gpt-5,2,2,4,3,0,0,0,0,1,0,3,Testing Prompt: 0.15881644707380516
219176,gpt-5,4,4,3,4,0,1,1,1,1,0,3,Testing Prompt: 0.15881644707380516
505194,gpt-5,2,2,3,3,0,0,0,0,1,0,3,Testing Prompt: 0.15881644707380516
644531,gpt-5,2,3,3,3,0,0,1,0,0,1,3,Testing Prompt: 0.15881644707380516
242166,gpt-5,2,1,3,2,0,0,0,0,0,1,3,Testing Prompt: 0.15881644707380516
534553,gpt-5,3,3,1,4,0,0,1,1,0,0,3,Testing Prompt: 0.15881644707380516
293411,gpt-5,2,1,3,2,1,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
551252,gpt-5,2,3,4,3,0,0,1,1,1,1,4,Testing Prompt: 0.16646373284637928
704786,gpt-5,3,4,1,2,0,0,1,1,1,0,4,Testing Prompt: 0.16646373284637928
550903,gpt-5,3,3,3,3,1,1,1,0,1,1,4,Testing Prompt: 0.16646373284637928
172253,gpt-5,2,3,4,2,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
225577,gpt-5,2,3,4,3,0,0,0,0,1,0,4,Testing Prompt: 0.16646373284637928
529141,gpt-5,2,2,3,2,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
263864,gpt-5,3,3,1,3,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
231173,gpt-5,4,4,4,3,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
264262,gpt-5,2,1,1,2,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
543229,gpt-5,3,3,3,3,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
703584,gpt-5,3,1,1,2,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
207524,gpt-5,3,4,3,3,0,0,1,0,1,0,4,Testing Prompt: 0.16646373284637928
217400,gpt-5,2,1,3,3,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
218810,gpt-5,2,1,3,2,0,0,1,1,0,0,4,Testing Prompt: 0.16646373284637928
528543,gpt-5,3,4,1,3,0,0,0,0,1,1,4,Testing Prompt: 0.16646373284637928
195235,gpt-5,3,3,3,2,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
584423,gpt-5,2,3,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
167524,gpt-5,2,1,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
184927,gpt-5,4,4,4,4,0,0,1,1,1,1,4,Testing Prompt: 0.16646373284637928
525710,gpt-5,3,4,3,4,0,0,1,1,1,1,4,Testing Prompt: 0.16646373284637928
207845,gpt-5,2,3,3,2,1,0,0,1,0,1,4,Testing Prompt: 0.16646373284637928
700128,gpt-5,1,3,3,1,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
249730,gpt-5,2,1,1,2,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
226773,gpt-5,3,2,3,3,0,0,0,0,1,1,4,Testing Prompt: 0.16646373284637928
200051,gpt-5,3,2,1,2,0,0,1,0,0,0,4,Testing Prompt: 0.16646373284637928
613126,gpt-5,4,4,4,4,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
219176,gpt-5,4,4,3,4,0,1,1,1,1,0,4,Testing Prompt: 0.16646373284637928
264344,gpt-5,4,2,3,3,0,0,1,0,0,0,4,Testing Prompt: 0.16646373284637928
564167,gpt-5,3,4,1,3,1,0,1,1,1,1,4,Testing Prompt: 0.16646373284637928
211283,gpt-5,2,4,4,3,0,0,0,0,1,1,4,Testing Prompt: 0.16646373284637928
615578,gpt-5,4,4,3,4,1,0,1,1,1,1,4,Testing Prompt: 0.16646373284637928
266177,gpt-5,2,2,4,2,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
573597,gpt-5,3,4,1,3,0,0,1,0,1,1,4,Testing Prompt: 0.16646373284637928
524784,gpt-5,3,1,3,3,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
601747,gpt-5,1,1,1,1,0,0,0,0,1,0,4,Testing Prompt: 0.16646373284637928
585389,gpt-5,2,1,3,2,0,0,0,0,1,1,4,Testing Prompt: 0.16646373284637928
591948,gpt-5,3,3,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
543094,gpt-5,3,4,4,2,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
253693,gpt-5,3,2,4,2,0,0,0,0,1,1,4,Testing Prompt: 0.16646373284637928
238271,gpt-5,2,1,4,3,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
248235,gpt-5,3,3,3,4,0,1,0,0,1,1,4,Testing Prompt: 0.16646373284637928
248896,gpt-5,3,4,3,3,0,0,1,0,0,0,4,Testing Prompt: 0.16646373284637928
613961,gpt-5,3,3,1,3,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
257040,gpt-5,2,2,4,3,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
643006,gpt-5,3,3,3,4,0,0,1,0,1,1,4,Testing Prompt: 0.16646373284637928
561983,gpt-5,3,3,1,3,1,0,0,1,1,1,4,Testing Prompt: 0.16646373284637928
607920,gpt-5,2,1,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
263413,gpt-5,4,4,3,4,0,0,1,0,1,0,4,Testing Prompt: 0.16646373284637928
558582,gpt-5,2,1,3,1,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
247482,gpt-5,3,4,4,3,0,0,1,0,1,0,4,Testing Prompt: 0.16646373284637928
529099,gpt-5,2,1,3,3,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
640700,gpt-5,3,4,1,4,0,0,1,1,0,0,4,Testing Prompt: 0.16646373284637928
211179,gpt-5,2,1,1,3,0,0,0,1,0,0,4,Testing Prompt: 0.16646373284637928
576254,gpt-5,2,3,1,2,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
264478,gpt-5,2,3,3,2,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
505173,gpt-5,2,2,4,3,0,0,0,1,1,1,4,Testing Prompt: 0.16646373284637928
238025,gpt-5,4,4,1,4,0,0,1,0,0,0,4,Testing Prompt: 0.16646373284637928
530371,gpt-5,3,2,1,4,0,0,1,1,0,0,4,Testing Prompt: 0.16646373284637928
188529,gpt-5,2,1,1,2,0,0,1,0,1,0,4,Testing Prompt: 0.16646373284637928
506571,gpt-5,3,3,3,4,0,0,1,1,0,1,4,Testing Prompt: 0.16646373284637928
600997,gpt-5,4,4,1,4,0,0,1,1,1,1,4,Testing Prompt: 0.16646373284637928
706907,gpt-5,2,2,3,3,0,0,1,0,1,1,4,Testing Prompt: 0.16646373284637928
511739,gpt-5,2,1,1,1,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
581720,gpt-5,3,4,3,3,1,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
215179,gpt-5,2,1,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
632387,gpt-5,2,2,3,2,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
575601,gpt-5,3,3,3,2,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
561604,gpt-5,2,2,1,3,0,0,0,1,0,0,4,Testing Prompt: 0.16646373284637928
215108,gpt-5,4,3,1,4,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
545047,gpt-5,2,3,3,2,0,0,1,1,0,1,4,Testing Prompt: 0.16646373284637928
628747,gpt-5,2,1,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
257325,gpt-5,3,4,4,3,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
225581,gpt-5,4,4,1,4,1,0,1,1,0,1,4,Testing Prompt: 0.16646373284637928
588075,gpt-5,2,2,3,3,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
216965,gpt-5,3,3,1,3,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
282284,gpt-5,2,1,1,1,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
242166,gpt-5,2,1,3,2,0,0,0,0,1,1,4,Testing Prompt: 0.16646373284637928
247781,gpt-5,3,4,4,3,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
717614,gpt-5,2,2,3,2,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
555531,gpt-5,2,3,1,2,0,1,0,0,0,0,4,Testing Prompt: 0.16646373284637928
512243,gpt-5,2,2,4,3,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
630563,gpt-5,2,4,4,2,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
225646,gpt-5,3,3,3,3,0,0,0,1,0,1,4,Testing Prompt: 0.16646373284637928
505194,gpt-5,2,2,3,3,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
534553,gpt-5,3,3,1,4,0,0,1,1,0,0,4,Testing Prompt: 0.16646373284637928
546868,gpt-5,2,4,3,3,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
208682,gpt-5,3,1,4,4,0,0,1,0,1,1,4,Testing Prompt: 0.16646373284637928
190056,gpt-5,2,2,3,2,1,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
557524,gpt-5,2,1,1,2,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
556668,gpt-5,2,1,4,2,0,0,1,0,1,1,4,Testing Prompt: 0.16646373284637928
291285,gpt-5,4,4,3,4,0,0,1,1,1,1,4,Testing Prompt: 0.16646373284637928
244029,gpt-5,3,4,3,4,0,0,1,1,1,0,4,Testing Prompt: 0.16646373284637928
641013,gpt-5,3,2,3,3,0,0,1,0,1,1,4,Testing Prompt: 0.16646373284637928
580333,gpt-5,2,1,3,2,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
600843,gpt-5,2,3,3,3,0,1,0,0,0,0,4,Testing Prompt: 0.16646373284637928
614816,gpt-5,2,1,4,3,0,0,0,0,1,0,4,Testing Prompt: 0.16646373284637928
240687,gpt-5,1,4,3,3,0,0,1,0,1,0,4,Testing Prompt: 0.16646373284637928
546578,gpt-5,3,2,1,2,0,0,0,0,0,0,4,Testing Prompt: 0.16646373284637928
248731,gpt-5,3,3,4,4,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
644531,gpt-5,2,3,3,2,0,0,1,1,0,1,4,Testing Prompt: 0.16646373284637928
590085,gpt-5,3,3,1,3,0,0,1,1,1,0,4,Testing Prompt: 0.16646373284637928
274347,gpt-5,4,4,4,3,0,0,1,0,0,1,4,Testing Prompt: 0.16646373284637928
534868,gpt-5,2,1,3,1,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
735055,gpt-5,2,4,3,2,0,0,0,1,0,1,4,Testing Prompt: 0.16646373284637928
601728,gpt-5,2,3,1,2,0,0,1,0,1,0,4,Testing Prompt: 0.16646373284637928
174997,gpt-5,2,1,3,3,0,0,0,1,0,0,4,Testing Prompt: 0.16646373284637928
242085,gpt-5,3,2,1,2,0,0,1,1,0,0,4,Testing Prompt: 0.16646373284637928
586617,gpt-5,4,3,4,4,0,0,1,1,1,1,4,Testing Prompt: 0.16646373284637928
704896,gpt-5,2,2,1,3,0,0,0,1,0,0,4,Testing Prompt: 0.16646373284637928
503131,gpt-5,2,4,1,2,0,0,0,0,0,1,4,Testing Prompt: 0.16646373284637928
